id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
Math_8_SimFix_patch_200772_1,SimFix,Incorrect,Math,8,Math/8,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.DiscreteRealDistributionTest,testIssue942,org.apache.commons.math3.distribution.DiscreteDistribution,int
Chart_7_TBar_Patch_127496_10_cp10,TBar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_85_jMutRepair_patch_84000_100,jMutRepair,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Chart_15_FixMiner_Patch_445705_186,FixMiner,Incorrect,Chart,15,Chart/15,build,build-tests,tests,org.jfree.chart.plot.junit.PiePlot3DTests,testDrawWithNullDataset,org.jfree.chart.plot.PiePlot,int
Math_80_TBar_Patch_10199466_1007_cp676,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Lang_58_TBar_Patch_1576486_306_cp153,TBar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Math_33_dynamoth_patch_4236229_17,dynamoth,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_73_SimFix_patch_367554_1,SimFix,Incorrect,Math,73,Math/73,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BrentSolverTest,testBadEndpoints,org.apache.commons.math.analysis.solvers.BrentSolver,double
Math_82_jGenProg_patch_870000_4332,jGenProg,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Math_15_TBar_Patch_4576042_106_cp99,TBar,Incorrect,Math,15,Math/15,target/classes,target/test-classes,src/test,org.apache.commons.math3.util.FastMathTest,testMath904,org.apache.commons.math3.util.FastMath,double
Lang_58_TBar_Patch_1557203_304_cp151,TBar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Math_50_kPAR_Patch_961688_30_cp24,kPAR,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_50_SimFix_patch_703337_5,SimFix,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Lang_51_jMutRepair_patch_19196_47,jMutRepair,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Math_85_jGenProg_patch_108000_464,jGenProg,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Lang_59_jGenProg_patch_338815_2652,jGenProg,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Math_85_TBar_Patch_9772202_1044_cp804,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Closure_46_jKali_patch_97000_207,jKali,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_85_TBar_Patch_9254652_980_cp740,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_33_Avatar_Patch_18487889_934,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_2_Nopol_patch_245534_2,Nopol,Incorrect,Math,2,Math/2,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.HypergeometricDistributionTest,testMath1021,org.apache.commons.math3.distribution.AbstractIntegerDistribution,int
Mockito_29_TBar_Patch_926897_102_cp47,TBar,Incorrect,Mockito,29,Mockito/29,target/classes:lib/test/*:lib/sources/*:lib/repackaged/*:lib/run/*,target/test-classes,test,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenNullPassedToSame,org.mockito.internal.matchers.Same,java.lang.String
Lang_57_FixMiner_Patch_118372_22,FixMiner,Incorrect,Lang,57,Lang/57,target/classes,target/tests,src/test,org.apache.commons.lang.LocaleUtilsTest,testLanguagesByCountry,org.apache.commons.lang.LocaleUtils,java.lang.String
Lang_58_TBar_Patch_1321724_280_cp127,TBar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Chart_7_Avatar_Patch_3976557_696,Avatar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_28_FixMiner_Patch_22565409_682,FixMiner,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Chart_7_jGenProg_patch_4862000_47592,jGenProg,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Chart_18_SimFix_patch_73162_1,SimFix,Incorrect,Chart,18,Chart/18,build,build-tests,tests,org.jfree.data.category.junit.DefaultCategoryDatasetTests,testBug1835955,org.jfree.data.category.junit.DefaultCategoryDataset,double
Math_50_Avatar_Patch_105394_2,Avatar,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_58_dynamoth_patch_97063_5,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Math_85_TBar_Patch_9803410_1048_cp808,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Lang_51_jKali_patch_16409_30,jKali,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Math_33_kPAR_Patch_3877353_191_cp81,kPAR,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Chart_7_jGenProg_patch_5503000_53202,jGenProg,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_28_jGenProg_patch_5687000_1364,jGenProg,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Math_58_dynamoth_patch_97056_2,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Chart_7_TBar_Patch_38176_2_cp2,TBar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_33_Avatar_Patch_18531935_935,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_58_dynamoth_patch_132005_14,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Chart_25_Avatar_Patch_2323425_429,Avatar,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Lang_59_kPAR_Patch_426619_54_cp36,kPAR,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Lang_59_jGenProg_patch_756179_5652,jGenProg,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Math_80_jKali_patch_32000_44,jKali,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Chart_5_dynamoth_patch_19277_1,dynamoth,Incorrect,Chart,5,Chart/5,build,build-tests,tests,org.jfree.data.xy.junit.XYSeriesTests,testBug1955483,org.jfree.data.xy.XYSeries,double
Math_33_Avatar_Patch_18966020_945,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_85_TBar_Patch_9881052_1058_cp818,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Time_7_Nopol_patch_558759_3,Nopol,Incorrect,Time,7,Time/7,target/classes,target/test-classes,src/test/java,org.joda.time.format.TestDateTimeFormatter,testParseInto_monthDay_feb29_newYork_startOfYear,org.joda.time.format.DateTimeParserBucket,int
Chart_1_Avatar_Patch_11428230_1575,Avatar,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_33_Avatar_Patch_19656960_971,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_50_kPAR_Patch_3047938_107_cp86,kPAR,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_28_TBar_Patch_9199099_243_cp202,TBar,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Math_33_Avatar_Patch_21301754_1066,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Chart_7_kPAR_Patch_3774307_505_cp261,kPAR,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Lang_55_dynamoth_patch_135423_7,dynamoth,Incorrect,Lang,55,Lang/55,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.StopWatchTest,testLang315,org.apache.commons.lang.time.StopWatch,int
Math_33_dynamoth_patch_4236218_14,dynamoth,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Closure_46_dynamoth_patch_1209108_2,dynamoth,Incorrect,Closure,46,Closure/46,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.rhino.jstype.JSTypeTest,testRecordTypeLeastSuperType2,com.google.javascript.rhino.jstype.RecordTypeBuilder,java.lang.String
Math_33_Avatar_Patch_21520957_1071,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_62_kPAR_Patch_1851733_178_cp93,kPAR,Incorrect,Math,62,Math/62,target/classes,target/test-classes,src/test,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest,testQuinticMin,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,double
Math_70_FixMiner_Patch_815149_342,FixMiner,Incorrect,Math,70,Math/70,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BisectionSolverTest,testMath369,org.apache.commons.math.analysis.solvers.BisectionSolver,double
Math_82_TBar_Patch_12670531_2417_cp1104,TBar,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Chart_25_jGenProg_patch_2955000_6070,jGenProg,Incorrect,Chart,25,Chart/25,build,build-tests,tests,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,testDrawWithNullMeanVertical,org.jfree.chart.renderer.category.StatisticalBarRenderer,double
Lang_44_TBar_Patch_386167_140_cp30,TBar,Incorrect,Lang,44,Lang/44,target/classes,target/test-classes,src/test,org.apache.commons.lang.NumberUtilsTest,testLang457,org.apache.commons.lang.NumberUtils,java.lang.String
Lang_58_kPAR_Patch_1891979_240_cp168,kPAR,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Chart_7_TBar_Patch_105993_8_cp8,TBar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Lang_59_jGenProg_patch_1220081_9102,jGenProg,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Lang_58_kPAR_Patch_771272_118_cp66,kPAR,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Chart_7_jGenProg_patch_107000_1016,jGenProg,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_50_jGenProg_patch_229000_72,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_80_TBar_Patch_10020845_971_cp657,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_50_Nopol_patch_4588945_5,Nopol,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Time_7_Nopol_patch_23883_1,Nopol,Incorrect,Time,7,Time/7,target/classes,target/test-classes,src/test/java,org.joda.time.format.TestDateTimeFormatter,testParseInto_monthDay_feb29_newYork_startOfYear,org.joda.time.format.DateTimeParserBucket,int
Math_84_jMutRepair_patch_19000_12,jMutRepair,Incorrect,Math,84,Math/84,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.direct.MultiDirectionalTest,testMinimizeMaximize,org.apache.commons.math.optimization.direct.MultiDirectional,double
Mockito_29_TBar_Patch_946442_104_cp48,TBar,Incorrect,Mockito,29,Mockito/29,target/classes:lib/test/*:lib/sources/*:lib/repackaged/*:lib/run/*,target/test-classes,test,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenNullPassedToSame,org.mockito.internal.matchers.Same,java.lang.String
Lang_58_jMutRepair_patch_22537_60,jMutRepair,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Math_50_TBar_Patch_317345_16_cp10,TBar,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Lang_55_dynamoth_patch_135421_5,dynamoth,Incorrect,Lang,55,Lang/55,target/classes,target/test-classes,src/test,org.apache.commons.lang.time.StopWatchTest,testLang315,org.apache.commons.lang.time.StopWatch,int
Math_50_jGenProg_patch_5051000_1518,jGenProg,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_82_TBar_Patch_13885865_2578_cp1252,TBar,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Chart_1_TBar_Patch_21302926_2746_cp1182,TBar,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_80_TBar_Patch_10450260_1055_cp703,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Closure_62_SimFix_patch_3689113_2,SimFix,Incorrect,Closure,62,Closure/62,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1,com.google.javascript.jscomp.LightweightMessageFormatter,java.lang.String
Math_58_dynamoth_patch_97067_7,dynamoth,Incorrect,Math,58,Math/58,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,double
Math_62_TBar_Patch_1119328_134_cp68,TBar,Incorrect,Math,62,Math/62,target/classes,target/test-classes,src/test,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest,testQuinticMin,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,double
Math_50_TBar_Patch_232465_13_cp7,TBar,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_33_Nopol_patch_260042_1,Nopol,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_80_TBar_Patch_8773312_758_cp520,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Lang_59_jGenProg_patch_1013184_7598,jGenProg,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Math_33_Avatar_Patch_18137881_918,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Closure_126_jKali_patch_0_2,jKali,Incorrect,Closure,126,Closure/126,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.MinimizeExitPointsTest,testDontRemoveBreakInTryFinally,com.google.javascript.jscomp.Compiler,java.lang.String
Chart_1_Avatar_Patch_11516788_1579,Avatar,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_80_TBar_Patch_10489751_1066_cp707,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Chart_7_Avatar_Patch_4004534_698,Avatar,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_33_Avatar_Patch_21564439_1072,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_71_dynamoth_patch_414468_3,dynamoth,Incorrect,Math,71,Math/71,target/classes,target/test-classes,src/test/java,org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest,testMissedEndEvent,org.apache.commons.math.ode.events.EventState,double
Math_85_TBar_Patch_9175723_970_cp730,TBar,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_82_jMutRepair_patch_15000_45,jMutRepair,Incorrect,Math,82,Math/82,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath288,org.apache.commons.math.optimization.linear.SimplexSolver,double
Math_80_TBar_Patch_9247796_847_cp572,TBar,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Math_80_jKali_patch_83000_52,jKali,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Lang_51_dynamoth_patch_15045_2,dynamoth,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Math_50_kPAR_Patch_1642446_60_cp44,kPAR,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Chart_9_Nopol_patch_17680_6,Nopol,Incorrect,Chart,9,Chart/9,build,build-tests,tests,org.jfree.data.time.junit.TimeSeriesTests,testBug1864222,org.jfree.data.time.TimeSeries,int
Closure_22_jGenProg_patch_173000_178,jGenProg,Incorrect,Closure,22,Closure/22,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CheckSideEffectsTest,testUselessCode,com.google.javascript.jscomp.Compiler,java.lang.String
Closure_129_dynamoth_patch_80439_1,dynamoth,Incorrect,Closure,129,Closure/129,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
Math_33_Avatar_Patch_19357588_964,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Math_50_kPAR_Patch_1610258_59_cp43,kPAR,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Math_33_Avatar_Patch_19441356_966,Avatar,Incorrect,Math,33,Math/33,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath781,org.apache.commons.math3.optimization.linear.SimplexTableau,double
Lang_58_Avatar_Patch_675649_138,Avatar,Incorrect,Lang,58,Lang/58,target/classes,target/test-classes,src/test,org.apache.commons.lang.math.NumberUtilsTest,testLang300,org.apache.commons.lang.math.NumberUtils,java.lang.String
Math_70_jGenProg_patch_23000_206,jGenProg,Incorrect,Math,70,Math/70,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BisectionSolverTest,testMath369,org.apache.commons.math.analysis.solvers.BisectionSolver,double
Math_42_Nopol_patch_160907_1,Nopol,Incorrect,Math,42,Math/42,target/classes,target/test-classes,src/test/java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath713NegativeVariable,org.apache.commons.math.optimization.linear.SimplexTableau,double
Math_81_Nopol_patch_26599_3,Nopol,Incorrect,Math,81,Math/81,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308,org.apache.commons.math.linear.EigenDecompositionImpl,double
Closure_13_jGenProg_patch_681000_312,jGenProg,Incorrect,Closure,13,Closure/13,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue787,com.google.javascript.jscomp.PeepholeOptimizationsPass,java.lang.String
Lang_10_Avatar_Patch_15480007_1950,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Math_50_SimFix_patch_50365_1,SimFix,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
